id	primary_sgdid	systematic_name	common_name	common_name_explanation	aliases	description
99	S000000107	YBL011W	SCT1	Suppressor of Choline-Transport mutants	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1|GAT2	Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed
100	S000000108	YBL012C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
101	S000000109	YBL013W	FMT1	Formyl-Methionyl-tRNA Transformylase	methionyl-tRNA formyltransferase	Methionyl-tRNA formyltransferase; catalyzes formylation of mitochondria initiator Met-tRNA and residual cytosolic Met-tRNA due to inefficient translocation into the mitochondrial matrix; starvation or stationary phase entry increases Gcn2p phosphorylation-mediated cytosolic retention of Fmt1p, enhancing N-terminal protein formylation and ultimately N-end rule pathway mediated destruction that involves the Psh1p ubiquitin ligase; potential Cdc28p substrate
102	S000000110	YBL014C	RRN6	Regulation of RNA polymerase I		Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p
103	S000000111	YBL015W	ACH1	Acetyl CoA Hydrolase	acetyl-CoA hydrolase	Protein with CoA transferase activity; particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth
104	S000000112	YBL016W	FUS3	cell FUSion	DAC2|mitogen-activated serine/threonine-protein kinase FUS3	Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its; inhibits recruitment of Ste5p, Cdc42p-mediated asymmetry and mating morphogenesis
105	S000000113	YBL017C	PEP1	carboxyPEPtidase Y-deficient	type I sorting receptor|VPS10|VPT1	Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments
106	S000000114	YBL018C	POP8	Processing Of Precursor RNAs	ribonuclease P	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia
107	S000000115	YBL019W	APN2	APurinic/apyrimidinic eNdonuclease	DNA-(apurinic or apyrimidinic site) lyase APN2|ETH1	Class II abasic (AP) endonuclease involved in repair of DNA damage; resolves blocked 3' ends that result from removal of misincorporated nucleotides; homolog of human HAP1 and E. coli exoIII
108	S000000116	YBL020W	RFT1	Requiring Fifty-Three	glycolipid translocation protein	Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene
109	S000000117	YBL021C	HAP3	Heme Activator Protein		Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences contributing to both complex assembly and DNA binding
110	S000000118	YBL022C	PIM1	Proteolysis In Mitochondria	ATP-dependent Lon protease PIM1|LON1	ATP-dependent Lon protease; involved in degradation of misfolded mitochondrial proteins; required for mitochondrial maintenance and biogenesis; regulates mitochondrial DNA copy number with Mrx6p; subunit of a complex containing Mrx6p, Pet20p, and Mam33p that may regulate mtDNA replication; protease-independent, chaperone-like function in mitochondrial membrane complex assembly; localizes to the mitochondrial matrix
111	S000000119	YBL023C	MCM2	MiniChromosome Maintenance	MCM DNA helicase complex subunit MCM2	Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress
112	S000000120	YBL024W	NCL1	NuCLear protein	TRM4|tRNA (cytosine-C5-)-methyltransferase	S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide, causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120
113	S000000121	YBL025W	RRN10	Regulation of RNA polymerase I		Protein involved in promoting high level transcription of rDNA; subunit of UAF (upstream activation factor) for RNA polymerase I
114	S000000122	YBL026W	LSM2	Like SM	Sm-like protein LSM2|SMX5|SNP3	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress
115	S000000123	YBL027W	RPL19B	Ribosomal Protein of the Large subunit	eL19|L19B|L19e|L23B|ribosomal 60S subunit protein L19B|rpl5L|YL14	Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal; homologous to mammalian ribosomal protein L19, no bacterial homolog; RPL19B has a paralog, RPL19A, that arose from the whole genome duplication
116	S000000124	YBL028C				Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis
117	S000000125	YBL029W				Non-essential protein of unknown function
118	S000000126	YBL030C	PET9	PETite	AAC2|ADP/ATP carrier protein PET9|ANC2|OP1	Major ADP/ATP carrier of the mitochondrial inner membrane; exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; required for viability in many lab strains that carry a sal1 mutation; PET9 has a paralog, AAC3, that arose from the whole genome duplication; human homolog SLC25A4 implicated in progressive external ophthalmoplegia can complement yeast null mutant
119	S000000127	YBL031W	SHE1	Sensitivity to High Expression		Mitotic spindle protein; interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure; inhibits dynein function
120	S000000128	YBL032W	HEK2	HEterogeneous nuclear rnp K-like gene	KHD1	RNA binding protein involved in asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K
121	S000000129	YBL033C	RIB1	RIBoflavin biosynthesis	GTP cyclohydrolase II	GTP cyclohydrolase II; catalyzes the first step of the riboflavin biosynthesis pathway
122	S000000130	YBL034C	STU1	Suppressor of TUbulin		Microtubule plus-end-tracking non-motor protein; binds to MTs, stabilizing interpolar MT plus ends, facilitating polymerization of spindle MTs and producing an outward force on spindle poles; required for structural integrity of the mitotic spindle; binds detached kinetochores (KTs) and promotes capture; relocalizes to MTs and stabilizes the spindle once captured KTs reach a spindle pole; localizes to the spindle, spindles poles, and detached KTs; CLASP family member homologous to human CLASP1/2
123	S000000131	YBL035C	POL12	POLymerase	DNA-directed DNA polymerase alpha subunit POL12	B subunit of DNA polymerase alpha-primase complex; required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation
124	S000000132	YBL036C				Putative non-specific single-domain racemase; based on structural similarity; binds pyridoxal 5'-phosphate; expression of GFP-fusion protein induced in response to the DNA-damaging agent MMS
125	S000000133	YBL037W	APL3	clathrin Adaptor Protein complex Large chain		Alpha-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport
126	S000000134	YBL038W	MRPL16	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL47|RML16|uL16m|YmL47	Mitochondrial ribosomal protein of the large subunit; homologous to bacterial L16 ribosomal protein; synthetic lethality with hac1 mutation suggests a possible role in synthesis of precursors for protein glycosylation
127	S000000135	YBL039C	URA7	URAcil requiring	CTP synthase URA7	Major CTP synthase isozyme (see also URA8); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium, especially during conditions of glucose depletion; URA7 has a paralog, URA8, that arose from the whole genome duplication
128	S000000136	YBL040C	ERD2	Endoplasmic reticulum Retention Defective		HDEL receptor; an integral membrane protein that binds to the HDEL motif in proteins destined for retention in the endoplasmic reticulum; has a role in maintenance of normal levels of ER-resident proteins
129	S000000137	YBL041W	PRE7	PRoteinase yscE	proteasome core particle subunit beta 6|PRS3	Beta 6 subunit of the 20S proteasome
130	S000000138	YBL042C	FUI1	5-FlUorourIdine resistance	uridine permease	High affinity uridine permease, localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress
131	S000000139	YBL043W	ECM13	ExtraCellular Mutant		Non-essential protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; ECM13 has a paralog, YJR115W, that arose from the whole genome duplication
132	S000000140	YBL044W				Putative protein of unknown function; YBL044W is not an essential protein
133	S000000141	YBL045C	COR1	CORe protein of QH2 cytochrome c reductase	QCR1|ubiquinol--cytochrome-c reductase subunit COR1	Core subunit of the ubiquinol-cytochrome c reductase complex; the ubiquinol-cytochrome c reductase complex (bc1 complex) is a component of the mitochondrial inner membrane electron transport chain
134	S000000142	YBL046W	PSY4	Platinum SensitivitY	HSM6	Regulatory subunit of protein phosphatase PP4; presence of Psy4p in the PP4 complex (along with catalytic subunit Pph3p and Psy2p) is required for dephosphorylation of the histone variant H2AX, but not for dephosphorylation of Rad53p, during recovery from the DNA damage checkpoint; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; required for cisplatin resistance; homolog of mammalian R2
135	S000000143	YBL047C	EDE1	EH Domains and Endocytosis	BUD15	Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15
136	S000000144	YBL048W	RRT1	Regulator of rDNA Transcription		Putative protein of unknown function; conserved across S. cerevisiae strains; identified in a screen for mutants with increased levels of rDNA transcription
137	S000000145	YBL049W	MOH1			Protein of unknown function, essential for stationary phase survival; not required for growth on nonfermentable carbon sources; possibly linked with vacuolar transport
