orf::batch:tagtype	Gene	T0	30C_T1	30C_T2	30C_T3	30C_T4	30C_T5	37C_T1	37C_T2	37C_T3	37C_T4	37C_T5	30C_RAPA_T1	30C_RAPA_T2	30C_RAPA_T3	Description	feature_qualifier	GO_process	GO_function	GO_component	essential_gene	zygosity
YAL067C::chr1_1:uptag	SEO1	565.4	781.6	738.4	754.6	888.8	603	582	676.4	645	915.6	476.4	867.2	1240.4	256.4	Putative permease, member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide	Verified	transport	transporter activity	membrane	no	hom
YAL067W-A::chr00_20:downtag	YAL067W-A	2072.8	2995.2	2796.2	2772.8	2238.2	2470.4	2625.8	2512.4	2486	2704.6	2038.6	2762.4	2387.8	33.6		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YAL067W-A::chr00_20:uptag	YAL067W-A	40.2	49.4	59.8	43.4	38.25	56	44.8	47.6	44.8	39.2	47.8	41.6	43.4	34.8		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YAL068C::chr1_1:uptag	PAU8	2290.4	3045	2517.8	2499.4	2714.75	2420.8	2461.75	2490.2	2158	2527.8	1896	2353.2	3275.4	932.8	Hypothetical protein	Uncharacterized	sporulation (sensu Fungi)*	molecular function unknown	cellular component unknown	no	hom
YAR002C-A::chr00_16a:downtag	ERP1	2317.4	3684.6	3347	3344	1928.2	2755	3049	3378.8	2844.2	2475	2026.2	3154.4	2686	2037.8	Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles	Verified	ER to Golgi vesicle-mediated transport	molecular function unknown	mitochondrion*	no	hom
YAR002C-A::chr00_16a:uptag	ERP1	568.8	815.4	647.8	877.6	786.6	642.4	835.4	734.6	536.8	793.8	482.8	796	850	133.4	Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles	Verified	ER to Golgi vesicle-mediated transport	molecular function unknown	mitochondrion*	no	hom
YAR002W::chr1_1:uptag	NUP60	442.6	349.6	178.8	94.4	38.8	58.8	475.2	203.6	69.6	89.6	88.2	305.6	442.6	35.2	Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP; potential Cdc28p substrate; involved in telomere maintenance	Verified	telomere maintenance*	structural constituent of nuclear pore	nuclear pore	no	hom
YAR003W::chr1_1:uptag	SWD1	959	1270.2	939.6	1099.6	1439.8	600	1310.2	1140.4	722.4	439.6	329.6	1199.2	2181.4	37.2	Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7	Verified	telomere maintenance*	histone lysine N-methyltransferase activity (H3-K4 specific)	COMPASS complex	no	hom
YAR007C::chr1_1:uptag	RFA1	359.2	516.4	386	396.6	397.5	356.2	409.2	355.2	396.4	420.2	220.2	339.4	430.2	297.2	Subunit of heterotrimeric Replication Factor A (RF-A), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination	Verified	nucleotide-excision repair*	single-stranded DNA binding*	cytoplasm*	yes	het
YAR008W::chr1_1:uptag	SEN34	1361.2	1745.6	1528.2	1681	1778.4	1400	1694.6	1749.2	1440	1697.8	800.4	1576.2	1717.6	1170.6	Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease	Verified	tRNA splicing	tRNA-intron endonuclease activity	mitochondrion*	yes	het
YAR014C::chr1_1:uptag	BUD14	436.8	560	304	118.6	187.6	181	521	563.8	425	316	295.8	395.2	667	157	Protein involved in bud-site selection, Bud14p-Glc7p complex functions as a cortical regulator of dynein; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern	Verified	regulation of transcription, DNA-dependent*	protein phosphatase type 1 regulator activity	bud neck*	no	hom
YAR015W::chr1_1:uptag	ADE1	505.6	671	591.4	351.2	315	521.6	500.6	499.6	545.2	654.4	237	453.6	897	282.8	N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine	Verified	response to drug*	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	cytoplasm*	no	hom
YAR018C::chr1_1:uptag	KIN3	164.8	171.2	162.4	115	69.25	95.6	199	154.2	114	138.6	99.4	150	209	99.2	Nonessential protein kinase with unknown cellular role	Verified	chromosome segregation	protein kinase activity	cellular component unknown	no	hom
YAR019C::chr1_1:uptag	CDC15	710.4	1000	871.2	971.8	1064	741.2	907.4	882	676	918.6	493.4	800.4	1017.4	743.6	Protein kinase of the Mitotic Exit Network that is localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p	Verified	protein amino acid phosphorylation*	protein kinase activity	bud neck*	yes	het
YAR020C::chr1_1:uptag	PAU7	1078.4	1408.4	1167.8	1334.6	1357.8	1155.8	1183.4	1224	1026.6	1331.8	1118.2	1334.2	2172.4	519.8	Part of 23-member seripauperin multigene family, active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme	Verified	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YAR023C::chr1_1:uptag	YAR023C	741.8	1165	904.4	1003.6	1215.4	848.8	936.4	932.2	805	1225.8	822.6	1175.6	1836.8	541.6		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YAR027W::chr1_1:uptag	UIP3	934	1376.8	1047.8	1105.4	1130.4	1086.2	1054.6	995.6	878	1007.4	759.6	954.6	1592.4	459	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family	Verified	biological process unknown	molecular function unknown	nuclear envelope	no	hom
YAR028W::chr1_1:uptag	YAR028W	229.5	399.2	337.6	341.4	334.4	254.6	406.6	393.8	317.6	355.4	250.8	378.2	679.8	218.2		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YAR029W::chr1_1:uptag	YAR029W	741.2	981.2	825.6	788.6	965.8	755.6	723.8	722	622.6	714.2	444.6	692	776.2	213.8		Uncharacterized	biological process unknown	molecular function unknown	cytoplasm	no	hom
YAR030C::chr1_1:uptag	YAR030C	1198.6	1974.2	1636.6	1635.6	1882	1273.8	1545	1882.8	1514.6	1805.2	1175.8	1460.4	1801.6	154.2		Dubious				no	hom
YAR031W::chr1_1:uptag	PRM9	927.6	1285.2	1103.8	963.8	1173.8	914.8	907.4	934.2	836.8	1063.8	863.6	983.4	1634.8	332.2	Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family	Verified	response to pheromone*	molecular function unknown	endoplasmic reticulum*	no	hom
YAR035C-A::chr00_20:downtag	YAR035C-A	1966.4	3179.2	2874.8	2720.2	2103.4	2794.2	2721.4	2746	2965.6	2229.4	1488.4	2284	2585	736.2		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YAR035C-A::chr00_20:uptag	YAR035C-A	510.8	865.2	768.8	788.6	965.8	911.8	731.4	761.6	658.8	690	543.4	637.4	1356	41.8		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YAR035W::chr1_1:uptag	YAT1	1004	1688.6	1440.8	1585	1893.6	1163.4	1499.8	1698.4	1261	1447.2	1052	1482.6	2550	531.2	Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix	Verified	alcohol metabolic process*	carnitine O-acetyltransferase activity	mitochondrion	no	hom
YAR037W::chr1_1:uptag	YAR037W	1978.4	3065.2	2439.8	2298.4	2647.4	2096.2	2370.8	2461.6	2373.4	2478.8	1809.4	2377.2	3347.2	1274.8							hom
YAR040C::chr1_1:uptag	YAR040C	873.8	1196	1108.2	1080.2	1263.6	1002.4	1287.4	1353	1058	1449.2	981.4	1179.4	2479.4	429.2							hom
YAR042W::chr00_22:downtag	SWH1	40.4	50.6	69.4	51.2	49	63.8	49.6	55.4	51.4	49.8	56.4	42.4	47.2	35.6	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction	Verified	endocytosis*	phosphatidylinositol binding*	endoplasmic reticulum*	no	hom
YAR042W::chr00_22:uptag	SWH1	42.2	48.6	58.6	45.8	56.8	62.4	52.2	55	47.2	54.4	53.6	40.2	46.4	39.8	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction	Verified	endocytosis*	phosphatidylinositol binding*	endoplasmic reticulum*	no	hom
YAR042W::chr1_1:uptag	SWH1	1291	2083.8	1671	1640.4	1708.8	1185.6	1367.6	2008.4	1334.8	1753.2	1217	1601.4	2135.6	403.4	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction	Verified	endocytosis*	phosphatidylinositol binding*	endoplasmic reticulum*	no	hom
YAR043C::chr1_1:uptag	YAR043C_d	180.4	258.6	222.2	250.8	212.8	199.4	250.6	240.4	254.4	240.8	156.4	220.6	402.6	90.4		Deleted				no	hom
YAR044W::chr1_1:uptag	SWH1_p	432.2	739.2	584	474.4	642	482	688.2	741	446.4	516.6	457.8	491	874.8	111.4	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction	Verified	endocytosis*	phosphatidylinositol binding*	endoplasmic reticulum*	no	hom
YAR047C::chr1_1:uptag	YAR047C	573.8	813	720.6	799.2	934.2	587.6	652.6	868.8	653.8	933.4	622.8	1024.4	1384	322.8		Dubious				no	hom
YAR050W::chr00_12:downtag	FLO1	1574.4	2582	2435.4	2075	1883.8	2486	2647.2	3030	2724.6	2278.2	1896.6	2473.6	2438.8	605.6	Lectin-like protein involved in flocculation, cell wall protein that binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; similar to Flo5p	Verified	flocculation via cell wall protein-carbohydrate interaction	mannose binding	cell wall (sensu Fungi)	no	hom
YAR050W::chr00_12:uptag	FLO1	397.6	568	535.6	648.6	626.8	541.6	692.2	725.2	516.8	663.4	433.8	641	564	61.2	Lectin-like protein involved in flocculation, cell wall protein that binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; similar to Flo5p	Verified	flocculation via cell wall protein-carbohydrate interaction	mannose binding	cell wall (sensu Fungi)	no	hom
YBL001C::chr2_1:downtag	ECM15	2152	3146	2542.8	2392.2	2332	2438.6	2463.6	3278.6	2389.8	1745.8	1272	2352.8	2011.4	37.6	Non-essential protein of unknown function, likely exists as tetramer, may be regulated by the binding of small-molecule ligands (possibly sulfate ions), may have a role in yeast cell-wall biogenesis	Verified	cell wall organization and biogenesis	molecular function unknown	cytoplasm*	no	hom
YBL001C::chr2_1:uptag	ECM15	2028.6	2375.2	1836.6	1636	2023.8	1689.6	1772	1868	1769.8	1423.6	978.2	1346.2	1045.8	34.4	Non-essential protein of unknown function, likely exists as tetramer, may be regulated by the binding of small-molecule ligands (possibly sulfate ions), may have a role in yeast cell-wall biogenesis	Verified	cell wall organization and biogenesis	molecular function unknown	cytoplasm*	no	hom
YBL002W::chr2_1:downtag	HTB2	2694.8	3430.6	3270.4	2847.2	2503.4	3044.6	3499.2	3791.75	3691.2	3104	2451.6	2961	2724.8	33.2	One of two nearly identical (see HTB1) histone H2B subtypes required for chromatin assembly and chromosome function; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation	Verified	chromatin assembly or disassembly	DNA binding	nuclear nucleosome	no	hom
YBL002W::chr2_1:uptag	HTB2	219.8	276	255	284.2	327.6	227.2	314.6	337.2	325	310.6	206	226.2	239.4	44	One of two nearly identical (see HTB1) histone H2B subtypes required for chromatin assembly and chromosome function; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation	Verified	chromatin assembly or disassembly	DNA binding	nuclear nucleosome	no	hom
YBL003C::chr2_1:downtag	HTA2	1212.2	1707.2	1700.8	995.4	996.4	1338.4	1401.4	1852.2	1777.2	1582.6	956	1310.8	1058.8	35	One of two nearly identical (see also HTA1) histone H2A subtypes; core histone required for chromatin assembly and chromosome function; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p	Verified	DNA repair*	DNA binding	nuclear nucleosome	no	hom
YBL003C::chr2_1:uptag	HTA2	396.4	556.8	581.8	570	678.6	448.6	571.8	633.4	565	650.2	357.6	410.6	328.6	39	One of two nearly identical (see also HTA1) histone H2A subtypes; core histone required for chromatin assembly and chromosome function; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p	Verified	DNA repair*	DNA binding	nuclear nucleosome	no	hom
YBL004W::chr2_1:downtag	UTP20	1757	2548	2329.6	1983.2	1795.5	2377.8	2068	2398.8	2259.6	1851.4	1058.4	1823	2024.8	955	Component of the small-subunit (SSU) processome, which is involved in the biogenesis of the 18S rRNA	Verified	35S primary transcript processing	snoRNA binding	cytoplasm*	yes	het
YBL004W::chr2_1:uptag	UTP20	1034.6	1451.4	1260.2	1181.6	1324.2	1090.6	1052.6	1249.6	937.2	1345.6	393.2	979.4	979.8	585.2	Component of the small-subunit (SSU) processome, which is involved in the biogenesis of the 18S rRNA	Verified	35S primary transcript processing	snoRNA binding	cytoplasm*	yes	het
YBL005W::chr2_1:downtag	PDR3	1055	1285.6	1228.8	793.8	772.2	1045.4	1315.4	1386	1140.2	1099	1002.4	812.4	1060.2	33.2	Transcriptional activator of the pleiotropic drug resistance network, regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting sites known as PDREs (PDR responsive elements)	Verified	response to drug*	DNA binding*	cytoplasm*	no	hom
YBL005W::chr2_1:uptag	PDR3	949.4	1129.4	1037.6	907.6	1159.4	1081.8	1065	1057.4	1025.2	932	820.2	730	1030.2	224.6	Transcriptional activator of the pleiotropic drug resistance network, regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting sites known as PDREs (PDR responsive elements)	Verified	response to drug*	DNA binding*	cytoplasm*	no	hom
YBL006C::chr2_1:downtag	LDB7	47	43.8	57.8	69.6	41.6	55	45	44.8	42.4	40.6	46	56.2	40	34.2	Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions	Verified	telomere maintenance*	molecular function unknown	RSC complex	no	hom
YBL006C::chr2_1:uptag	LDB7	1290.2	1446.8	1229.6	1407.2	1142	539.2	1167.4	1324	870	1177.8	723.2	1075.4	901.2	37.4	Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions	Verified	telomere maintenance*	molecular function unknown	RSC complex	no	hom
YBL007C::chr2_1:downtag	SLA1	2280.6	1842	911.4	229	42	56.4	1131.8	298.6	43.8	42.8	47.4	2172.75	2027.8	244.6	Cytoskeletal protein binding protein required for assembly of the cortical actin cytoskeleton; contains 3 SH3 domains; interacts with proteins regulating actin dynamics and with proteins required for endocytosis	Verified	cell wall organization and biogenesis*	protein binding, bridging*	actin cortical patch	no	hom
YBL007C::chr2_1:uptag	SLA1	2020	1483	721	130	163.6	79.8	729.8	141	84	68.4	63.2	2224.2	1853.2	36	Cytoskeletal protein binding protein required for assembly of the cortical actin cytoskeleton; contains 3 SH3 domains; interacts with proteins regulating actin dynamics and with proteins required for endocytosis	Verified	cell wall organization and biogenesis*	protein binding, bridging*	actin cortical patch	no	hom
YBL008W-A::chr00_20:downtag	YBL008W-A	889.4	1413	1443	964	967	1212.2	1175.8	1651.75	1347.4	1257.8	826	1202.6	1174.2	33.4		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YBL008W-A::chr00_20:uptag	YBL008W-A	645.6	1009.4	828.5	968	1045.25	793.6	741.8	1126.4	626.6	872.4	550.8	685.6	884.8	206.4		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YBL008W::chr2_1:downtag	HIR1	204.4	288.8	209.8	84	153.4	232.6	148.8	216	77	37.8	53.6	200	196.4	34	Non-essential transcriptional corepressor involved in the cell cycle-regulated transcription of histone H2A, H2B, H3 and H4 genes; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores	Verified	regulation of transcription from RNA polymerase II promoter*	transcription corepressor activity	nucleus*	no	hom
YBL008W::chr2_1:uptag	HIR1	256.5	405	301.6	212	196.6	462.8	272.2	137.6	57.8	47.6	86.2	312	123.8	34	Non-essential transcriptional corepressor involved in the cell cycle-regulated transcription of histone H2A, H2B, H3 and H4 genes; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores	Verified	regulation of transcription from RNA polymerase II promoter*	transcription corepressor activity	nucleus*	no	hom
YBL009W::chr2_1:downtag	ALK2	734	953.4	799.8	721.6	612.8	565.2	869.8	1157.8	943.8	1020.6	521.4	453.5	1119.2	289.2	Protein kinase; accumulation and phosphorylation are periodic during the cell cycle; phosphorylated in response to DNA damage; contains characteristic motifs for degradation via the APC pathway; similar to Alk1p and to mammalian haspins	Verified	protein amino acid phosphorylation*	protein kinase activity*	cellular component unknown	no	hom
YBL009W::chr2_1:uptag	ALK2	494.6	900.8	742.6	587.4	839.8	480.8	492.2	946.8	675.2	861.2	456.2	459.8	267.6	34.8	Protein kinase; accumulation and phosphorylation are periodic during the cell cycle; phosphorylated in response to DNA damage; contains characteristic motifs for degradation via the APC pathway; similar to Alk1p and to mammalian haspins	Verified	protein amino acid phosphorylation*	protein kinase activity*	cellular component unknown	no	hom
